1,"[124,103,90,40,141,142]",124;103;90;40;141;142
1,"[113,26,73]",113;26;73
1,"[2,158,104,50,98,153]",2;158;104;50;98;153
1,"[89,103,4,15,127,129,160]",89;103;4;15;127;129;160
1,"[124,105,18,119,40,21]",124;105;18;119;40;21
1,"[1,6]",1;6
1,"[155,94]",155;94
1,"[107,95,151]",107;95;151
2,"[143,100,24,69,141,53]",143;100;24;69;141;53
2,"[88,112,147,128,131]",88;112;147;128;131
2,"[89,100,119,98]",89;100;119;98
2,"[112,108]",112;108
2,"[88,157,48,125]",88;157;48;125
2,"[102,93]",102;93
2,"[57,19,92,63]",57;19;92;63
2,"[101,135,71,73,51,20,65]",101;135;71;73;51;20;65
3,"[134,102,49,91]",134;102;49;91
3,"[128,92]",128;92
3,"[23,67,135,108]",23;67;135;108
3,"[11,122,3,96,140,53]",11;122;3;96;140;53
3,"[37,107,81]",37;107;81
3,"[34,111,107,87]",34;111;107;87
3,"[23,139,63,141]",23;139;63;141
3,"[88,144,26,5,128,74]",88;144;26;5;128;74
4,"[34,146,148,139,150,52]",34;146;148;139;150;52
4,"[101,46,126,71]",101;46;126;71
4,"[126,17,140,54]",126;17;140;54
4,"[12,79,126,116,52,64,32]",12;79;126;116;52;64;32
4,"[110,78,133,35,69,148,84]",110;78;133;35;69;148;84
4,"[52,42]",52;42
4,"[144,157,7,20,153]",144;157;7;20;153
4,"[121,34,124,146,4,125,70]",121;34;124;146;4;125;70
5,"[133,145,102,125,17]",133;145;102;125;17
5,"[58,117]",58;117
5,"[122,123,139,107,81,30,97]",122;123;139;107;81;30;97
5,"[159,39]",159;39
5,"[103,104,73,161,96,98]",103;104;73;161;96;98
5,"[2,136,59,49,126,120,153]",2;136;59;49;126;120;153
5,"[27,139,94,40,95,151,31]",27;139;94;40;95;151;31
5,"[110,122,135,118,150]",110;122;135;118;150
6,"[154,116]",154;116
6,"[135,114,126,81,160,98]",135;114;126;81;160;98
6,"[121,154,133,67,146,104,129]",121;154;133;67;146;104;129
6,"[155,156,135,16,126,129]",155;156;135;16;126;129
6,"[111,100,112,16]",111;100;112;16
6,"[99,136]",99;136
6,"[33,156,126,84]",33;156;126;84
6,"[155,137,90,108,72]",155;137;90;108;72
7,"[22,68,7,118,98]",22;68;7;118;98
7,"[100,45,158,130]",100;45;158;130
7,"[58,81]",58;81
7,"[70,98,54]",70;98;54
7,"[44,12,145,148,152,20,98]",44;12;145;148;152;20;98
7,"[5,60]",5;60
7,"[46,68,115,148,126,50,98]",46;68;115;148;126;50;98
7,"[104,149]",104;149
8,"[88,89,79,104,105,117,53]",88;89;79;104;105;117;53
8,"[111,125,92]",111;125;92
8,"[122,157,8,82,72]",122;157;8;82;72
8,"[110,67,126,117,8,94,73]",110;67;126;117;8;94;73
8,"[46,123,26,106,40,21,43]",46;123;26;106;40;21;43
8,"[88,79,135,3,125]",88;79;135;3;125
8,"[127,108,71]",127;108;71
8,"[155,111,122,146,147]",155;111;122;146;147
