1,"[121,26,158,17,139,61,20,174]",121;26;158;17;139;61;20;174
1,"[111,84]",111;84
1,"[67,124,36,4,137,170,142,76]",67;124;36;4;137;170;142;76
1,"[78,56,101,136,4,153]",78;56;101;136;4;153
1,"[168,124,30,76]",168;124;30;76
1,"[176,126,16,162]",176;126;16;162
1,"[167,126,117,9,150]",167;126;117;9;150
1,"[128,82,151]",128;82;151
1,"[105,28]",105;28
1,"[122,14,168,149,138,86]",122;14;168;149;138;86
2,"[167,118,40,96,163]",167;118;40;96;163
2,"[2,57,146,36,28,9,161]",2;57;146;36;28;9;161
2,"[11,35,69,39,108,109,84,174]",11;35;69;39;108;109;84;174
2,"[13,113,16,9,82,171,87]",13;113;16;9;82;171;87
2,"[155,4]",155;4
2,"[17,139]",17;139
2,"[122,35,148,106,117,129,162]",122;35;148;106;117;129;162
2,"[58,59,158]",58;59;158
2,"[101,24,104,98]",101;24;104;98
2,"[89,25]",89;25
3,"[66,111,67,145,50,85]",66;111;67;145;50;85
3,"[2,46,37,129,50]",2;46;37;129;50
3,"[55,14,169,70,151]",55;14;169;70;151
3,"[134,115,85,141]",134;115;85;141
3,"[158,106,29,130,10]",158;106;29;130;10
3,"[110,14,69,147,174,10,32]",110;14;69;147;174;10;32
3,"[2,113,135,137,85]",2;113;135;137;85
3,"[48,40,163,131]",48;40;163;131
3,"[135,90,119,171,160,51,164]",135;90;119;171;160;51;164
3,"[66,23,166,3,157,128,76]",66;23;166;3;157;128;76
4,"[176,11,104,116,28,17,119,163]",176;11;104;116;28;17;119;163
4,"[59,163]",59;163
4,"[1,135,118,96,42,76,120]",1;135;118;96;42;76;120
4,"[132,9]",132;9
4,"[55,157,126,19]",55;157;126;19
4,"[57,15,49,17,161,173,152,65]",57;15;49;17;161;173;152;65
4,"[132,133,144,103,38,76,98]",132;133;144;103;38;76;98
4,"[112,137,118]",112;137;118
4,"[100,157,70,83,151]",100;157;70;83;151
4,"[124,159,17,120]",124;159;17;120
5,"[11,166,45,123,137,70,151,163]",11;166;45;123;137;70;151;163
5,"[57,156,103,125,164]",57;156;103;125;164
5,"[99,122,113,39,29,129,73,74]",99;122;113;39;29;129;73;74
5,"[66,70]",66;70
5,"[122,139,8]",122;139;8
5,"[122,138,107,119,60,109,131,10]",122;138;107;119;60;109;131;10
5,"[101,135,119,173]",101;135;119;173
5,"[69,53]",69;53
5,"[114,148,117,139,140]",114;148;117;139;140
5,"[24,115,93,72]",24;115;93;72
6,"[132,68,72,62,84,75,97]",132;68;72;62;84;75;97
6,"[34,28]",34;28
6,"[100,147,90,74,21]",100;147;90;74;21
6,"[121,111,80,92,60,170]",121;111;80;92;60;170
6,"[124,90]",124;90
6,"[77,132,36,125,138,80,19,30]",77;132;36;125;138;80;19;30
6,"[144,167,134,123,171,40,142]",144;167;134;123;171;40;142
6,"[12,135,3,91,70,72]",12;135;3;91;70;72
6,"[99,25,113,86,65]",99;25;113;86;65
6,"[112,124,169,138,41,142,153]",112;124;169;138;41;142;153
7,"[49,140]",49;140
7,"[5,16,28,141]",5;16;28;141
7,"[133,87]",133;87
7,"[101,135]",101;135
7,"[144,59,150]",144;59;150
7,"[44,155,71]",44;155;71
7,"[176,132,144,17,138,98]",176;132;144;17;138;98
7,"[133,146,37,114,163]",133;146;37;114;163
7,"[1,147,86,64,153]",1;147;86;64;153
7,"[55,37,38,106,18]",55;37;38;106;18
8,"[166,148,70,151]",166;148;70;151
8,"[110,132,146,135,116,94,53,21]",110;132;146;135;116;94;53;21
8,"[55,57,105,81,170,93,61]",55;57;105;81;170;93;61
8,"[112,62]",112;62
8,"[77,46,49,105,117,93,130]",77;46;49;105;117;93;130
8,"[35,4,39,43]",35;4;39;43
8,"[23,42,86]",23;42;86
8,"[122,133,46,29,9,109,71,175]",122;133;46;29;9;109;71;175
8,"[34,172]",34;172
8,"[77,103,116,81,94,63,41,31]",77;103;116;81;94;63;41;31
9,"[124,37,106,119,108,175]",124;37;106;119;108;175
9,"[35,112,8,20,153]",35;112;8;20;153
9,"[33,155,106,81,93,172,163]",33;155;106;81;93;172;163
9,"[77,69,113,116,117,96,65]",77;69;113;116;117;96;65
9,"[134,135,125,103,138,54]",134;135;125;103;138;54
9,"[100,104,116,172,130]",100;104;116;172;130
9,"[133,104,127,17,83,40,20,130]",133;104;127;17;83;40;20;130
9,"[176,58,117,81,93,97]",176;58;117;81;93;97
9,"[11,45,168,125,117,139,65]",11;45;168;125;117;139;65
9,"[88,156,74]",88;156;74
10,"[122,69,91,171,172,51,74,86]",122;69;91;171;172;51;74;86
10,"[55,77,176,114,161]",55;77;176;114;161
10,"[31,54,164]",31;54;164
10,"[165,11,111,113,124,127,29]",165;11;111;113;124;127;29
10,"[123,138,139,63]",123;138;139;63
10,"[143,121,145,65,164]",143;121;145;65;164
10,"[100,113,103,15,147,90,86,141]",100;113;103;15;147;90;86;141
10,"[2,114,138,80,160,65]",2;114;138;80;160;65
10,"[143,160]",143;160
10,"[119,153]",119;153
