1,"[132,144,101,91,86,42]",132;144;101;91;86;42
1,"[77,45,46,134,156,52,64]",77;45;46;134;156;52;64
1,"[77,37,7]",77;37;7
1,"[11,2,103,104,41]",11;2;103;104;41
1,"[132,106,108]",132;106;108
1,"[122,14,16,109]",122;14;16;109
1,"[116,82,61]",116;82;61
1,"[146,102,139]",146;102;139
2,"[127,8,42]",127;8;42
2,"[12,102,48,59,120]",12;102;48;59;120
2,"[157,129,152]",157;129;152
2,"[78,59,159,6,93,10]",78;59;159;6;93;10
2,"[156,83]",156;83
2,"[159,139,9,81,151,142,76]",159;139;9;81;151;142;76
2,"[22,147,19,92,60,72]",22;147;19;92;60;72
2,"[127,40]",127;40
3,"[146,84]",146;84
3,"[99,145,9,70,131]",99;145;9;70;131
3,"[137,7,139,18]",137;7;139;18
3,"[55,56,102,3,15,118,84]",55;56;102;3;15;118;84
3,"[1,147,125,97]",1;147;125;97
3,"[146,114,141,10]",146;114;141;10
3,"[89,134,47,103,92,108,31]",89;134;47;103;92;108;31
3,"[135,86]",135;86
4,"[55,79,47,148,27,28,97]",55;79;47;148;27;28;97
4,"[154,148,139,54,98]",154;148;139;54;98
4,"[121,99,144,136,80,20,97]",121;99;144;136;80;20;97
4,"[122,134,156,135,118]",122;134;156;135;118
4,"[143,34,155,159,62,40,140]",143;34;155;159;62;40;140
4,"[150,142,87]",150;142;87
4,"[122,104,83,72,43]",122;104;83;72;43
4,"[121,33,45,28,128,42]",121;33;45;28;128;42
5,"[44,67,36,119,84,131]",44;67;36;119;84;131
5,"[58,52]",58;52
5,"[12,159,27,61]",12;159;27;61
5,"[77,111,46,7,8]",77;111;46;7;8
5,"[155,24,156,114,50]",155;24;156;114;50
5,"[100,101,160,98,43]",100;101;160;98;43
5,"[139,30]",139;30
5,"[134,160]",134;160
6,"[79,114]",79;114
6,"[100,112,134,102,5,127]",100;112;134;102;5;127
6,"[145,71]",145;71
6,"[24,54]",24;54
6,"[133,159,128,106]",133;159;128;106
6,"[112,135,150,85]",112;135;150;85
6,"[12,113,125,81,60]",12;113;125;81;60
6,"[89,155,90,118]",89;155;90;118
7,"[22,121,133,2,4,28,107]",22;121;133;2;4;28;107
7,"[157,147,161]",157;147;161
7,"[22,44,133,24,4,37,52]",22;44;133;24;4;37;52
7,"[126,93,109]",126;93;109
7,"[36,159,7,8,160]",36;159;7;8;160
7,"[121,110,17,106]",121;110;17;106
7,"[143,69,15,105,138,150,151]",143;69;15;105;138;150;151
7,"[110,116,151]",110;116;151
8,"[34,135,14,4,9,161]",34;135;14;4;9;161
8,"[127,128,108]",127;128;108
8,"[155,123,158,48,90,71]",155;123;158;48;90;71
8,"[55,58,158,137,39,128,92]",55;58;158;137;39;128;92
8,"[92,98]",92;98
8,"[143,68,137,159,127,92,152]",143;68;137;159;127;92;152
8,"[110,9,140,85]",110;9;140;85
8,"[100,160]",100;160
